ka,lu-h,hdqhs,hdqhd,hdqss,hdqsd,hdqds,hdqdd,hdqdq
147443.66947277208,3.700294092398581e-16,4.275646518903684e-17,4.2838748938815325e-17,4.1388071143285086e-17,4.074849294134134e-17,4.079942061167895e-17,4.074849294134134e-17,4.074849294134134e-17
4735.4315297860285,2.3728255662942407e-16,5.735885208161031e-17,6.529760731901493e-17,4.143932789748574e-17,4.141523762277203e-17,4.149076306414323e-17,4.1415237619669014e-17,4.1415237619669014e-17
32.739602617103856,4.316529827551351e-17,5.070179221052165e-17,4.229432974194215e-17,4.1318681325699255e-17,4.1318681325699255e-17,4.1318681325699255e-17,4.1318681325699255e-17,4.1318681325699255e-17
51.657492331045496,4.324621381192566e-17,4.194113896486068e-17,7.337155741237486e-17,4.139774353929976e-17,4.138841889211637e-17,4.1397742347037323e-17,4.130600606125159e-17,4.130600606125159e-17
31.133718537855348,4.246616367464331e-17,4.257683437764072e-17,4.442108392059287e-17,4.1640450745233436e-17,4.1640450745233436e-17,4.1640450745233436e-17,4.1640428663119125e-17,4.1640428663119125e-17
5891.018934592759,2.0278993819037764e-16,4.605943869496918e-17,4.34773898277601e-17,4.145392074031772e-17,4.145392074031772e-17,4.145392074031772e-17,4.145392074031772e-17,4.145392074031772e-17
14338.782207904394,5.547362242424222e-16,4.316759649478426e-17,4.3215608388799504e-17,4.1830114780265517e-17,4.1828262209270976e-17,4.182830706837574e-17,4.1828251540879905e-17,4.1828251540879905e-17
51697.51520934926,7.591272713068999e-16,4.2311575172889964e-17,4.35595736593808e-17,4.133787182698186e-17,4.0625587507222816e-17,4.1361573906890594e-17,4.0625587507222816e-17,4.0625587507222816e-17
7695.5602365061395,1.1197436676326942e-16,4.524841083077938e-17,4.4032238214038596e-17,4.1012989324674314e-17,4.101249579921881e-17,4.101306690011267e-17,4.101249511126161e-17,4.101249511126161e-17
57201.36394457355,6.547796883229758e-16,4.187979087335278e-17,4.204639874491387e-17,4.137368203829875e-17,4.137368203829875e-17,4.137552055450627e-17,4.1373679808019763e-17,4.1373679808019763e-17
1924.5653799320942,5.338238659892058e-17,4.1765995488391754e-17,4.2246669072164684e-17,4.105138254566808e-17,4.103278503955844e-17,4.1072431295491434e-17,4.103278503955844e-17,4.103278503955844e-17
1924.5653799320942,1.8125717335700915e-16,4.171880975623905e-17,4.166972751836739e-17,4.159198709275277e-17,4.1486004124071914e-17,4.1589100277107746e-17,4.1484677864207374e-17,4.1484677864207374e-17
5991.663369564819,5.093097480247941e-17,3.925708925616214e-17,4.3179279986334384e-17,3.901010955506987e-17,3.899520466821162e-17,3.8995384854255906e-17,3.899520466821162e-17,3.899520466821162e-17
1.8313204079047185,9.247567525385396e-17,4.3393565777182744e-17,4.675334787875857e-17,4.171872472884146e-17,4.171872472884146e-17,4.171872472884146e-17,4.022555121002929e-17,4.022555121002929e-17
5991.663369564819,2.5521271590869846e-16,4.1933184340693096e-17,4.1992609033707056e-17,4.055614508113836e-17,4.055343102353713e-17,4.055344393066038e-17,4.055343102353713e-17,4.055343102353713e-17
1.8313204079047185,6.490958898825376e-17,4.069668262082168e-17,4.069668262082168e-17,4.1071656510732247e-17,4.1071656510732247e-17,4.1071656510732247e-17,4.023885070894953e-17,4.023885070894953e-17
1688.5579430939067,4.257957621511313e-17,4.1132227290975626e-17,4.2868551316017344e-17,4.112167900920685e-17,4.1696981835557903e-17,4.112167900920685e-17,4.112167900920685e-17,4.112167900920685e-17
60638.11832608372,4.2069060252845576e-17,4.214376272980283e-17,4.2302037593316453e-17,4.112790154541939e-17,4.106860557890872e-17,4.11207989732875e-17,4.1068565935004205e-17,4.1068565935004205e-17
3439.511569510767,1.0490851973352459e-16,4.34397210975525e-17,4.257804632132985e-17,4.181379485281734e-17,4.16310571363787e-17,4.1806543148437164e-17,4.16310571363787e-17,4.16310571363787e-17
3277.2527096042313,2.8148510562852533e-16,5.769372858669445e-17,7.539023955629607e-17,4.152055703764372e-17,4.146622149457481e-17,4.1466848886772e-17,4.146622149457481e-17,4.146622149457481e-17
1310.962920992916,1.2611553007831065e-16,4.163456963363718e-17,4.1862478860119264e-17,4.048861882505147e-17,4.0474435564962537e-17,4.047564047880158e-17,4.0474435564962537e-17,4.0474435564962537e-17
9.538417184934438e16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67.92057078835705,5.433529949979676e-17,4.911638728147606e-17,4.3416441473664e-17,4.118167791202458e-17,4.112964619229919e-17,4.1133490636416625e-17,4.1129604397916495e-17,4.1129604397916495e-17
2.1247574432348493e7,2.275439408593576e-15,4.1862408185776785e-17,4.436102740420824e-17,4.112369072635153e-17,4.1133883307929645e-17,4.112438463461189e-17,4.1123468061758286e-17,4.1123468061758286e-17
1.0158169175203172e7,1.6118614506091727e-15,4.19757539025954e-17,4.18770895768858e-17,4.1540466111657514e-17,4.153749228051538e-17,4.153749470604369e-17,4.1537481515065716e-17,4.1537481515065716e-17
8.728627894429697e7,1.0,0.053890233722367044,0.03370965248187314,7.669929047915256e-17,4.0853674734084534e-17,4.143336239351372e-17,4.0853674734084534e-17,4.0853674734084534e-17
3.2216769652328095e6,1.0,7.569237772763487e-17,5.140957009168638e-17,4.1952613368566604e-17,4.210345560864689e-17,4.195368986136874e-17,4.1951551486279563e-17,4.1951551486279563e-17
1.7495954713653615e9,1.0,2.9783694125458265e-15,9.668783628445823e-16,4.2395451750577784e-17,4.068113279371997e-17,4.0978772123983886e-17,4.0681132786153465e-17,4.0681132786153465e-17
39.08940182170355,4.34817204326413e-17,4.2890589573064094e-17,4.2890589573064094e-17,3.98653905314427e-17,3.986539058840861e-17,3.98653905314427e-17,3.98653905314427e-17,3.98653905314427e-17
4070.4022652658086,6.820628668037666e-17,4.397089936605891e-17,4.121643779327053e-17,4.0624346935993864e-17,4.0488821430923205e-17,4.048977826064763e-17,4.0488821430923205e-17,4.0488821430923205e-17
47970.42456344054,2.87119086482137e-16,4.186255336114279e-17,4.14649175516098e-17,4.090763107561075e-17,4.090763107561075e-17,4.090763107561075e-17,4.090763107561075e-17,4.090763107561075e-17
6857.940561238598,1.795165086899269e-16,4.347700135235637e-17,4.311525249409586e-17,4.29808664982459e-17,4.063205492831214e-17,4.3040857902396923e-17,4.063204566073351e-17,4.063204566073351e-17
6771.67072379142,4.223462105525614e-17,4.277539633304706e-17,4.4933067363292303e-17,4.155700325968793e-17,4.154456147863792e-17,4.154456170900085e-17,4.154456147863792e-17,4.154456147863792e-17
60110.58281795443,5.828875069278281e-17,4.252427072567521e-17,4.242525890127971e-17,3.9549138785138975e-17,3.9549138785138975e-17,3.9549142083306195e-17,3.9549138785138975e-17,3.9549138785138975e-17
1.3078482924082915e6,4.961544327119846e-16,4.2119038416363866e-17,4.4223676529168073e-17,4.0632124206721615e-17,4.0632124206721615e-17,4.0632124206721615e-17,4.0632124206721615e-17,4.0632124206721615e-17
693.5480869372905,4.297514627983099e-17,4.256218502547925e-17,4.256218502547925e-17,4.163021156654812e-17,4.163021156654812e-17,4.163021156654812e-17,4.161747214828376e-17,4.161747214828376e-17
9.972091678170901e10,1.0,1.0,1.0,1.0,1.0,1.0,5.939230946261898e-12,1.4763667974717663e-10
1.2115633869080616e6,4.485325403373116e-16,4.324505199611798e-17,5.842650148207195e-17,4.1765121282801104e-17,4.133398444506343e-17,4.133398444506343e-17,4.133398444506343e-17,4.133398444506343e-17
1.5136727503256558e6,1.0,8.54413015273968e-17,1.2778785598505775e-16,4.139967806188018e-17,4.182079477104294e-17,4.139289155322754e-17,4.139289155322754e-17,4.139289155322754e-17
833745.3683866533,1.863658100426811e-16,4.286696373355121e-17,4.270303871713529e-17,4.081312716896677e-17,4.0804661958162965e-17,4.080470765329691e-17,4.080466029911005e-17,4.080466029911005e-17
975620.0925409691,2.6615378521376884e-16,4.263918785862173e-17,5.0681439099883845e-17,4.117949187328318e-17,4.1180233573229065e-17,4.1179853679024397e-17,4.1179487547120003e-17,4.1179487547120003e-17
579266.6966507203,7.393253117010638e-16,4.236811027379454e-17,4.246501917926812e-17,4.073079422697035e-17,4.072924423526472e-17,4.188625200498907e-17,4.072924423526472e-17,4.072924423526472e-17
26998.248854869973,4.2714950285978445e-17,4.2043379102916725e-17,4.249354738478129e-17,4.0709079315077e-17,4.070594927936214e-17,4.071134344498121e-17,4.070594927936214e-17,4.070594927936214e-17
980.6786302736032,4.293033283982192e-17,4.2805561186154625e-17,4.435708666156455e-17,4.157468057271645e-17,4.1574720986522365e-17,4.157468057271645e-17,4.157468057271645e-17,4.157468057271645e-17
45.08619233856327,9.928729251426423e-17,4.4194088179244806e-17,4.3827982461947e-17,4.120351808264566e-17,4.2790770052538794e-17,4.120351808264566e-17,4.120351808264566e-17,4.120351808264566e-17
336544.8198593078,1.174014102886084e-16,4.2407314289973735e-17,4.4679216427081036e-17,4.147420006051755e-17,4.1473638820430805e-17,4.1474483044361386e-17,4.1473638820430805e-17,4.1473638820430805e-17
439.2255703358681,1.4527726393561093e-16,4.252666098605182e-17,4.4740131544255837e-17,4.1361501921405454e-17,4.136152905844466e-17,4.1361501921405454e-17,4.1361501921405454e-17,4.1361501921405454e-17
6692.341651339808,8.157691606446438e-17,4.2600708454664184e-17,4.1966797898229636e-17,4.163997964249404e-17,4.1083129194193115e-17,4.16080867294178e-17,4.1083129194193115e-17,4.1083129194193115e-17
1467.7511051099664,5.366185211307426e-16,4.480508272602429e-17,4.324574394534382e-17,4.033443647685904e-17,4.033389787808583e-17,4.033446230254709e-17,4.033389787808583e-17,4.033389787808583e-17
253843.1078884106,1.0,4.867634557016946e-17,6.402314316780653e-17,4.189000238345202e-17,4.193790076784274e-17,4.207659200212203e-17,4.188978012292928e-17,4.188978012292928e-17
1202.1234623226019,1.53520976481176e-16,4.4518955652577773e-17,4.853283218261687e-17,4.1845190221341953e-17,4.1845171299251845e-17,4.185082518201723e-17,4.1845171299251845e-17,4.1845171299251845e-17
354808.440264675,1.0,5.025557101949652e-17,5.089180521649823e-17,4.230310239593773e-17,4.215206172966971e-17,4.229866048053269e-17,4.1603017358108334e-17,4.1603017358108334e-17
5.23092811444829e12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.9007096909590425e9,1.0,6.641122644575379e-16,1.5675276157507235e-14,1.550820488594389e-16,4.219759502979253e-17,6.403939304986288e-17,4.1593354239420604e-17,4.1593354239420604e-17
1.252795087450475e9,1.0,1.0,1.0,2.863401472758939e-12,4.117017195260787e-17,7.345790512102434e-14,4.0818103378582394e-17,4.0818103378582394e-17
34500.63854722805,0.20442620066964118,4.303363937544189e-17,4.278033439690976e-17,4.1455027946491366e-17,4.132772222716678e-17,4.1328453416674034e-17,4.132772222716678e-17,4.132772222716678e-17
4.944781184719123e6,0.18294094640103958,5.488787016281943e-17,1.2683310479425281e-16,4.485765611645499e-17,4.0788003903076506e-17,5.051052763692288e-17,4.077509802533878e-17,4.077509802533878e-17
5.963388761930307e8,0.1458345592996311,0.15408488742504822,1.3515457228714587e-5,5.0390830376876137e-17,4.0994994508164376e-17,4.108868782030577e-17,4.086228029592775e-17,4.086228029592775e-17
208332.90329128955,1.0,4.2057622350513554e-17,4.4304852333625126e-17,4.1235198211013616e-17,4.098314990238741e-17,4.128022939730483e-17,4.098314990238741e-17,4.098314990238741e-17
8512.007013382632,6.433140855771329e-17,5.49115720277795e-17,4.680436612538436e-17,4.1313888842137834e-17,4.131385588787821e-17,4.1313876105503e-17,4.131385588787821e-17,4.131385588787821e-17
301675.5868582871,1.0,4.130503067845568e-17,4.293117851525736e-17,4.1348302333025824e-17,4.097597124057023e-17,4.097225095334629e-17,4.0971670266124363e-17,4.0971670266124363e-17
370152.4470264049,0.1277743027231933,4.455294860731484e-17,4.2645730590264043e-17,4.019130803208772e-17,4.019130803208772e-17,4.019130803208772e-17,4.019130803208772e-17,4.019130803208772e-17
9.929800928919204e6,0.3736433695106159,6.128100236134684e-17,1.4245501517834283e-16,4.219393301948789e-17,4.2185090024897816e-17,4.2192437573892274e-17,4.2185090024897816e-17,4.2185090024897816e-17
7928.649364201199,6.219888579194571e-16,4.1442081297963436e-17,4.1762851849619964e-17,4.0755634425808564e-17,4.075493375139111e-17,4.0754932477159126e-17,4.0754932463256346e-17,4.0754932463256346e-17
7859.325846892347,6.211345555358545e-16,4.335283112919305e-17,4.4543338236550055e-17,4.138958969165853e-17,4.1389535415085675e-17,4.1389535646806097e-17,4.1389535415085675e-17,4.1389535415085675e-17
6081.5706061890105,4.0686237156142216e-16,5.564197403511036e-17,4.880076902531677e-17,4.1550817873606287e-17,4.155081165135528e-17,4.155081122877715e-17,4.155081122877715e-17,4.155081122877715e-17
2343.149787331221,1.7884368497330873e-16,4.590847240368807e-17,4.511680006177286e-17,4.1012534228509996e-17,4.101210601784544e-17,4.101355243028445e-17,4.1012105551672614e-17,4.1012105551672614e-17
10943.120513347012,5.45941055470442e-16,4.37018097855245e-17,4.572096387332499e-17,4.135130272947299e-17,4.1350480865815583e-17,4.135048007099314e-17,4.1350480070305616e-17,4.1350480070305616e-17
8090.858685590651,6.651468172397974e-16,4.19872182505669e-17,5.952047220276011e-17,4.0999889138098965e-17,4.097012659145461e-17,4.097012659145461e-17,4.097012659145461e-17,4.097012659145461e-17
8.494035459858851e8,1.0,2.9977297280842457e-15,1.8307981607417098e-14,2.0008898867940124e-16,4.2012038331314065e-17,8.578143215212963e-17,4.0652792293266866e-17,4.0652792293266866e-17
4878.207657382402,1.0628035685929405e-16,4.386988004547611e-17,4.2162381593736365e-17,4.028876088493189e-17,4.1226261471699196e-17,4.028566545089258e-17,4.0258775659438584e-17,4.0258775659438584e-17
1199.3536582445722,1.7838827280773535e-16,4.283773187951121e-17,4.193584978443122e-17,4.112910297753725e-17,4.112131011153925e-17,4.112258366272592e-17,4.112131011153925e-17,4.112131011153925e-17
394.43187310411867,7.905128746173497e-17,4.1762403370439216e-17,4.33045993571712e-17,4.170573692382004e-17,4.1704128730950883e-17,4.1705027373361323e-17,4.170412865454453e-17,4.170412865454453e-17
537.7349161776746,9.852369966943116e-17,4.185222154350968e-17,4.5035611166331467e-17,4.110051929354103e-17,4.111960996574677e-17,4.1098203298188774e-17,4.109610901486721e-17,4.109610901486721e-17
1884.8726611236636,2.486982772490733e-16,4.504469856219182e-17,4.363993447316237e-17,4.100342176809462e-17,4.1003328060368403e-17,4.10034133100851e-17,4.100332797185002e-17,4.100332797185002e-17
305.1399593530534,5.434554303750489e-17,4.14737945556428e-17,4.157118623947743e-17,4.094463649618094e-17,4.094429521761127e-17,4.0944298407415436e-17,4.094429521761127e-17,4.094429521761127e-17
